	# ID	name	start	stop	frame	product	description	function	cogcats	status_region	status_function	type	region_number	function_number	start_adjst	end_adjst
26	Rd_00135c	menB CDS	31710	30853	-	1%2C4-dihydroxy-2-naphthoyl-CoA synthase	-	-	-	-	-	CDS	-	-	30853	31710
27	Rd_00140	Uncharacterized protein CDS	31856	32422	-	Uncharacterized protein	-	-	-	-	-	CDS	-	-	31856	32422
28	Rd_00145c	rpsT CDS	32758	32495	-	30S ribosomal protein S20	-	-	-	-	-	CDS	-	-	32495	32758
29	Rd_00150	murJ CDS	33067	34599	-	murein biosynthesis integral membrane protein MurJ	-	-	-	-	-	CDS	-	-	33067	34599
30	Rd_00155	ribF CDS	34646	35572	-	bifunctional riboflavin kinase/FAD synthetase	-	-	-	-	-	CDS	-	-	34646	35572
31	Rd_00160	ileS CDS	35601	38426	-	isoleucine--tRNA ligase	-	-	-	-	-	CDS	-	-	35601	38426
32	Rd_00165	hinT CDS	38543	38893	-	purine nucleoside phosphoramidase	-	-	-	-	-	CDS	-	-	38543	38893
33	Rd_00170	ycfL CDS	38893	39243	-	Uncharacterized protein	-	-	-	-	-	CDS	-	-	38893	39243
34	Rd_00175	nagZ CDS	39247	40302	-	beta-N-acetylhexosaminidase	-	-	-	-	-	CDS	-	-	39247	40302
35	Rd_00180	rlmC CDS	40295	41473	-	23S rRNA (uracil(747)-C(5))-methyltransferase RlmC	-	-	-	-	-	CDS	-	-	40295	41473
36	Rd_00185c	crp CDS	42512	41838	-	cAMP-activated global transcriptional regulator CRP	-	-	-	-	-	CDS	-	-	41838	42512
37	Rd_00190c	yheU CDS	42748	42497	-	YheU family protein	-	-	-	-	-	CDS	-	-	42497	42748
38	Rd_00195c	slmA CDS	43426	42770	-	nucleoid occlusion factor SlmA	-	-	-	-	-	CDS	-	-	42770	43426
39	Rd_00200c	dut CDS	43885	43430	-	dUTP diphosphatase	-	-	-	-	-	CDS	-	-	43430	43885
40	Rd_00205c	coaBC CDS	45135	43933	-	bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC	-	-	-	-	-	CDS	-	-	43933	45135
41	Rd_00210	radC CDS	45299	45964	-	DNA repair protein RadC	-	-	-	-	-	CDS	-	-	45299	45964
42	Rd_00215	rpmB CDS	46178	46414	-	50S ribosomal protein L28	-	-	-	-	-	CDS	-	-	46178	46414
43	Rd_00220	rpmG CDS	46426	46596	-	50S ribosomal protein L33	-	-	-	-	-	CDS	-	-	46426	46596
44	Rd_00225	dat CDS	46944	48308	-	diaminobutyrate--2-oxoglutarate transaminase	-	-	-	-	-	CDS	-	-	46944	48308
45	Rd_00230	vapB2 CDS	48455	48688	-	type II toxin-antitoxin system antitoxin VapB2	-	-	-	-	-	CDS	-	-	48455	48688
46	Rd_00235	vapC2 CDS	48688	49086	-	Ribonuclease VapC2	-	-	-	-	-	CDS	-	-	48688	49086
47	Rd_00240	ddc CDS	49106	50641	-	L-2%2C4-diaminobutyrate decarboxylase	-	-	-	-	-	CDS	-	-	49106	50641
48	Rd_00245	mutM CDS	50874	51689	-	DNA-formamidopyrimidine glycosylase	-	-	-	-	-	CDS	-	-	50874	51689
49	Rd_00250c	degS CDS	52785	51763	-	outer membrane-stress sensor serine endopeptidase DegS	-	-	-	-	-	CDS	-	-	51763	52785
50	Rd_00255c	ribD CDS	53904	52786	-	bifunctional diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase RibD	-	-	-	-	-	CDS	-	-	52786	53904
51	Rd_00260c	nrdR CDS	54356	53907	-	transcriptional regulator NrdR	-	-	-	-	-	CDS	-	-	53907	54356
52	Rd_00265c	recC CDS	57776	54411	-	exodeoxyribonuclease V subunit gamma	-	-	-	-	-	CDS	-	-	54411	57776
53	Rd_00270c	Uncharacterized protein CDS	58118	57822	-	Uncharacterized protein	-	-	-	-	-	CDS	-	-	57822	58118
54	Rd_00275c	Uncharacterized protein CDS	58785	58102	-	Uncharacterized protein	-	-	-	-	-	CDS	-	-	58102	58785
55	Rd_00280c	Uncharacterized protein CDS	59501	58785	-	Uncharacterized protein	-	-	-	-	-	CDS	-	-	58785	59501
56	Rd_00285c	pulG CDS	60013	59501	-	Uncharacterized protein	-	-	-	-	-	CDS	-	-	59501	60013
57	Rd_00290	suhB CDS	60213	61016	-	inositol-1-monophosphatase	-	-	-	-	-	CDS	-	-	60213	61016
58	Rd_00295	nrfE CDS	61125	63032	-	Cytochrome c-type biogenesis protein NrfE	-	-	-	-	-	CDS	-	-	61125	63032
59	Rd_00300	nrfX CDS	63032	63562	-	putative thiol:disulfide interchange protein DsbE-2	-	-	-	-	-	CDS	-	-	63032	63562
60	Rd_00305	nrfF CDS	63559	64713	-	heme lyase NrfEFG subunit NrfF	-	-	-	-	-	CDS	-	-	63559	64713
61	Rd_00310	yhiN CDS	64710	65915	-	Uncharacterized protein	-	-	-	-	-	CDS	-	-	64710	65915
62	Rd_00315	eno CDS	66036	67346	-	phosphopyruvate hydratase	-	-	-	-	-	CDS	-	-	66036	67346
63	Rd_00320	Uncharacterized protein CDS	67430	67849	-	Uncharacterized protein	-	-	-	-	-	CDS	-	-	67430	67849
64	Rd_00325	Uncharacterized protein CDS	67862	68443	-	Uncharacterized protein	-	-	-	-	-	CDS	-	-	67862	68443
65	Rd_00330	gsp CDS	68444	69625	-	Putative acid--amine ligase	-	-	-	-	-	CDS	-	-	68444	69625
66	Rd_00335c	katA CDS	71383	69857	-	Catalase	-	-	-	-	-	CDS	-	-	69857	71383
67	Rd_00340	glyQ CDS	71649	72557	-	glycine--tRNA ligase subunit alpha	-	-	-	-	-	CDS	-	-	71649	72557
68	Rd_00345	Uncharacterized protein CDS	72616	72876	-	Uncharacterized protein	-	-	-	-	-	CDS	-	-	72616	72876
69	Rd_00350	ycjD CDS	72906	73271	-	Uncharacterized protein	-	-	-	-	-	CDS	-	-	72906	73271
70	Rd_00355	glyS CDS	73609	75675	-	Glycine--tRNA ligase beta subunit	-	-	-	-	-	CDS	-	-	73609	75675
71	Rd_00360	trnI tRNA	75761	75837	-	tRNA-Ile2(cat)	-	-	-	-	-	tRNA	-	-	75761	75837
72	Rd_00365c	holA CDS	76944	75910	-	DNA polymerase III subunit delta	-	-	-	-	-	CDS	-	-	75910	76944
73	Rd_00370c	lptE CDS	77447	76944	-	LPS-assembly lipoprotein LptE	-	-	-	-	-	CDS	-	-	76944	77447
74	Rd_00375c	leuS CDS	80127	77542	-	leucine--tRNA ligase	-	-	-	-	-	CDS	-	-	77542	80127
75	Rd_00380	uppS CDS	80376	81095	-	polyprenyl diphosphate synthase	-	-	-	-	-	CDS	-	-	80376	81095
76	Rd_00385	cdsA CDS	81113	81979	-	Phosphatidate cytidylyltransferase	-	-	-	-	-	CDS	-	-	81113	81979
77	Rd_00390	rseP CDS	81989	83320	-	RIP metalloprotease RseP	-	-	-	-	-	CDS	-	-	81989	83320
78	Rd_00395	bamA CDS	83340	85727	-	outer membrane protein assembly factor BamA	-	-	-	-	-	CDS	-	-	83340	85727
79	Rd_00400	omp26 CDS	85835	86428	-	Outer membrane protein 26	-	-	-	-	-	CDS	-	-	85835	86428
80	Rd_00405	lpxD CDS	86441	87466	-	UDP-3-O-(3-hydroxymyristoyl) glucosamine N-acyltransferase	-	-	-	-	-	CDS	-	-	86441	87466
81	Rd_00410c	tsf CDS	88497	87646	-	translation elongation factor Ts	-	-	-	-	-	CDS	-	-	87646	88497
82	Rd_00415c	rpsB CDS	89353	88631	-	30S ribosomal protein S2	-	-	-	-	-	CDS	-	-	88631	89353
83	Rd_00420c	t44 ncRNA	89459	89374	-	gene=t44	-	-	-	-	-	ncRNA	-	-	89374	89459
84	Rd_00425c	mraW CDS	90295	89531	-	Uncharacterized protein	-	-	-	-	-	CDS	-	-	89531	90295
85	Rd_00430c	kefBC CDS	92252	90396	-	Glutathione-regulated potassium-efflux system protein	-	-	-	-	-	CDS	-	-	90396	92252
86	Rd_00435c	mutT CDS	92771	92361	-	8-oxo-dGTP diphosphatase MutT	-	-	-	-	-	CDS	-	-	92361	92771
87	Rd_00440c	secA CDS	95541	92836	-	preprotein translocase subunit SecA	-	-	-	-	-	CDS	-	-	92836	95541
88	Rd_00445c	secM CDS	95968	95666	-	secA translation cis-regulator SecM	-	-	-	-	-	CDS	-	-	95666	95968
89	Rd_00450	Uncharacterized protein CDS	96048	96362	-	Uncharacterized protein	-	-	-	-	-	CDS	-	-	96048	96362
90	Rd_00455c	tadA CDS	96911	96390	-	tRNA adenosine(34) deaminase TadA	-	-	-	-	-	CDS	-	-	96390	96911
91	Rd_00460c	thyA CDS	97762	96911	-	thymidylate synthase	-	-	-	-	-	CDS	-	-	96911	97762
92	Rd_00465c	lgt CDS	98578	97772	-	prolipoprotein diacylglyceryl transferase	-	-	-	-	-	CDS	-	-	97772	98578
93	Rd_00470c	tauE CDS	99381	98587	-	putative membrane transporter protein	-	-	-	-	-	CDS	-	-	98587	99381
94	Rd_00475c	rppH CDS	99971	99381	-	RNA pyrophosphohydrolase	-	-	-	-	-	CDS	-	-	99381	99971
95	Rd_00480c	proB CDS	101158	100052	-	Glutamate 5-kinase	-	-	-	-	-	CDS	-	-	100052	101158
96	Rd_00485	folA CDS	101259	101741	-	type 3 dihydrofolate reductase	-	-	-	-	-	CDS	-	-	101259	101741
97	Rd_00490	emrA CDS	101924	103096	-	Multidrug export protein EmrA	-	-	-	-	-	CDS	-	-	101924	103096
98	Rd_00495	emrB CDS	103106	104638	-	Multidrug export protein EmrB	-	-	-	-	-	CDS	-	-	103106	104638
99	Rd_00500c	ftsN CDS	105425	104655	-	cell division protein FtsN	-	-	-	-	-	CDS	-	-	104655	105425
100	Rd_00505c	acrB CDS	108740	105660	-	Uncharacterized transporter	-	-	-	-	-	CDS	-	-	105660	108740
101	Rd_00510c	acrA CDS	109954	108758	-	Uncharacterized protein	-	-	-	-	-	CDS	-	-	108758	109954
102	Rd_00515c	acrR CDS	110549	109986	-	Uncharacterized HTH-type transcriptional regulator	-	-	-	-	-	CDS	-	-	109986	110549
103	Rd_00520	Photosystem II protein I CDS	110590	110652	-	Photosystem II protein I	-	-	-	-	-	CDS	-	-	110590	110652
104	Rd_00525c	rhlB CDS	112038	110791	-	ATP-dependent RNA helicase RhlB	-	-	-	-	-	CDS	-	-	110791	112038
105	Rd_00530c	yacG CDS	112362	112156	-	DNA gyrase inhibitor YacG	-	-	-	-	-	CDS	-	-	112156	112362
106	Rd_00535c	coaE CDS	112975	112355	-	dephospho-CoA kinase	-	-	-	-	-	CDS	-	-	112355	112975
107	Rd_00540c	glyA CDS	114311	113046	-	Serine hydroxymethyltransferase	-	-	-	-	-	CDS	-	-	113046	114311
108	Rd_00545c	purD CDS	115724	114435	-	Phosphoribosylamine--glycine ligase	-	-	-	-	-	CDS	-	-	114435	115724
109	Rd_00550c	purH CDS	117418	115820	-	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase	-	-	-	-	-	CDS	-	-	115820	117418
110	Rd_00555c	doxX CDS	118010	117606	-	Uncharacterized protein	-	-	-	-	-	CDS	-	-	117606	118010
111	Rd_00560c	dsbD CDS	119861	118122	-	Thiol:disulfide interchange protein DsbD	-	-	-	-	-	CDS	-	-	118122	119861
112	Rd_00565	arcA CDS	120053	120763	-	two-component system response regulator ArcA	-	-	-	-	-	CDS	-	-	120053	120763
113	KPHLBEJAJH_100	Glycine riboswitch regulatory_region	120940	121050	-	Dbxref=RFAM:RF00504,SO:0000035	-	-	-	-	-	regulatory_region	-	-	120940	121050
114	Rd_00570	alsT CDS	121162	122532	-	Uncharacterized transporter	-	-	-	-	-	CDS	-	-	121162	122532
115	Rd_00575c	queH CDS	123328	122591	-	Epoxyqueuosine reductase QueH	-	-	-	-	-	CDS	-	-	122591	123328
116	Rd_00580c	ispB CDS	124368	123379	-	octaprenyl diphosphate synthase	-	-	-	-	-	CDS	-	-	123379	124368
117	Rd_00585	rplU CDS	124581	124892	-	50S ribosomal protein L21	-	-	-	-	-	CDS	-	-	124581	124892
118	Rd_00590	rpmA CDS	124913	125170	-	50S ribosomal protein L27	-	-	-	-	-	CDS	-	-	124913	125170
119	Rd_00595	rhaT CDS	125251	126171	-	Uncharacterized transporter	-	-	-	-	-	CDS	-	-	125251	126171
120	Rd_00600	cgtA CDS	126199	127371	-	Obg family GTPase CgtA	-	-	-	-	-	CDS	-	-	126199	127371
121	Rd_00605c	ndk CDS	127863	127441	-	nucleoside-diphosphate kinase	-	-	-	-	-	CDS	-	-	127441	127863
122	Rd_00610c	pepB CDS	129177	127873	-	aminopeptidase PepB	-	-	-	-	-	CDS	-	-	127873	129177
123	Rd_00615	rfaL CDS	129327	130553	-	Uncharacterized protein	-	-	-	-	-	CDS	-	-	129327	130553
124	Rd_00620c	rfbB CDS	131596	130580	-	dTDP-glucose 46-dehydratase	-	-	-	-	-	CDS	-	-	130580	131596
125	Rd_00625c	rfbP CDS	133070	131655	-	undecaprenyl-phosphate galactosephosphotransferase	-	-	-	-	-	CDS	-	-	131655	133070
126	Rd_00630c	siaA CDS	133983	133063	-	N-acetylneuraminic acid synthase-like protein	-	-	-	-	-	CDS	-	-	133063	133983
127	Rd_00635c	glycosyltransferase CDS	135976	135062	-	glycosyltransferase	-	-	-	-	-	CDS	-	-	135062	135976
128	Rd_00640c	kfiC CDS	136703	135951	-	lipopolysaccharide biosynthesis protein	-	-	-	-	-	CDS	-	-	135951	136703
129	Rd_00645c	rfbX CDS	137898	136684	-	lipopolysaccharide biosynthesis protein	-	-	-	-	-	CDS	-	-	136684	137898
130	Rd_00650c	wzzB CDS	138759	138136	-	Uncharacterized protein	-	-	-	-	-	CDS	-	-	138136	138759
131	Rd_00655c	glnA CDS	140654	139236	-	type I glutamate--ammonia ligase	-	-	-	-	-	CDS	-	-	139236	140654
132	Rd_00660	typA CDS	140886	142736	-	translational GTPase TypA	-	-	-	-	-	CDS	-	-	140886	142736
133	Rd_00665c	pdxH CDS	143456	142824	-	pyridoxamine 5'-phosphate oxidase	-	-	-	-	-	CDS	-	-	142824	143456
134	Rd_00670	yhhQ CDS	143649	144356	-	7-cyano-7-deazaguanine/7-aminomethyl-7-deazaguanine transporter	-	-	-	-	-	CDS	-	-	143649	144356
135	Rd_00675	rnr CDS	144548	146896	-	ribonuclease R	-	-	-	-	-	CDS	-	-	144548	146896
136	Rd_00680	rlmB CDS	146952	147692	-	23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB	-	-	-	-	-	CDS	-	-	146952	147692
137	Rd_00685c	clpB CDS	150299	147729	-	ATP-dependent chaperone ClpB	-	-	-	-	-	CDS	-	-	147729	150299
138	Rd_00690c	fAU1 CDS	150990	150427	-	5-formyltetrahydrofolate cyclo-ligase	-	-	-	-	-	CDS	-	-	150427	150990
139	Rd_00695c	6S ncRNA	151200	151003	-	gene=6S	-	-	-	-	-	ncRNA	-	-	151003	151200
140	Rd_00700c	zapA CDS	151610	151308	-	Cell division protein ZapA	-	-	-	-	-	CDS	-	-	151308	151610
141	Rd_00705	polA CDS	151759	154551	-	DNA polymerase I	-	-	-	-	-	CDS	-	-	151759	154551
142	Rd_00710	cdsB CDS	154566	154913	-	UPF0597 protein NTHI1023	-	-	-	-	-	CDS	-	-	154566	154913
143	Rd_00715c	hugZ CDS	155811	155050	-	HugZ family heme oxygenase	-	-	-	-	-	CDS	-	-	155050	155811
144	Rd_00720c	hbpA CDS	157630	155987	-	Heme-binding protein A	-	-	-	-	-	CDS	-	-	155987	157630
145	Rd_00725c	hsrA CDS	159168	157777	-	putative transport protein HsrA	-	-	-	-	-	CDS	-	-	157777	159168
146	Rd_00730c	mobB CDS	159680	159165	-	molybdopterin-guanine dinucleotide biosynthesis protein MobB	-	-	-	-	-	CDS	-	-	159165	159680
147	Rd_00735c	rseC CDS	160537	160103	-	Uncharacterized protein	-	-	-	-	-	CDS	-	-	160103	160537
148	Rd_00740c	rsmJ CDS	161304	160531	-	Ribosomal RNA small subunit methyltransferase J	-	-	-	-	-	CDS	-	-	160531	161304
149	Rd_00745c	trmA CDS	162377	161286	-	tRNA (uridine(54)-C5)-methyltransferase TrmA	-	-	-	-	-	CDS	-	-	161286	162377
150	Rd_00750c	yifE CDS	162856	162521	-	UPF0438 protein	-	-	-	-	-	CDS	-	-	162521	162856
151	Rd_00755c	dsbA CDS	163535	162918	-	Thiol:disulfide interchange protein DsbA	-	-	-	-	-	CDS	-	-	162918	163535
152	Rd_00760c	yihD CDS	163812	163546	-	Uncharacterized protein	-	-	-	-	-	CDS	-	-	163546	163812
153	Rd_00765	mobA CDS	163899	164477	-	molybdenum cofactor guanylyltransferase MobA	-	-	-	-	-	CDS	-	-	163899	164477
154	Rd_00770c	ssnA CDS	165608	164616	-	Uncharacterized protein	-	-	-	-	-	CDS	-	-	164616	165608
155	Rd_00775c	yejM CDS	167563	165806	-	Uncharacterized protein	-	-	-	-	-	CDS	-	-	165806	167563
156	Rd_00780c	yejL CDS	167783	167565	-	UPF0352 protein	-	-	-	-	-	CDS	-	-	167565	167783
157	Rd_00785	yejK CDS	167909	168925	-	nucleoid-associated protein YejK	-	-	-	-	-	CDS	-	-	167909	168925
158	Rd_00790	bamE CDS	168991	169404	-	outer membrane protein assembly factor BamE	-	-	-	-	-	CDS	-	-	168991	169404
159	Rd_00795	cpxR CDS	169458	170141	-	Transcriptional regulatory CpxR-like protein	-	-	-	-	-	CDS	-	-	169458	170141
160	Rd_00800c	epmA CDS	171378	170407	-	elongation factor P--(R)-beta-lysine ligase	-	-	-	-	-	CDS	-	-	170407	171378
161	Rd_00805	frdA CDS	171589	173388	-	fumarate reductase (quinol) flavoprotein subunit	-	-	-	-	-	CDS	-	-	171589	173388
162	Rd_00810	frdB CDS	173381	174151	-	succinate dehydrogenase/fumarate reductase iron-sulfur subunit	-	-	-	-	-	CDS	-	-	173381	174151
163	Rd_00815	frdC CDS	174162	174572	-	fumarate reductase subunit FrdC	-	-	-	-	-	CDS	-	-	174162	174572
164	Rd_00820	frdD CDS	174585	174929	-	fumarate reductase subunit FrdD	-	-	-	-	-	CDS	-	-	174585	174929
165	Rd_00825c	mtgA CDS	175619	175035	-	monofunctional biosynthetic peptidoglycan transglycosylase	-	-	-	-	-	CDS	-	-	175035	175619
166	Rd_00830c	trpR CDS	176067	175762	-	trp operon repressor	-	-	-	-	-	CDS	-	-	175762	176067
167	Rd_00835c	slt CDS	177886	176105	-	Putative soluble lytic murein transglycosylase	-	-	-	-	-	CDS	-	-	176105	177886
168	Rd_00840c	yciI CDS	178198	177902	-	YciI family protein	-	-	-	-	-	CDS	-	-	177902	178198
169	Rd_00845c	yciA CDS	178679	178215	-	acyl-CoA thioester hydrolase YciA	-	-	-	-	-	CDS	-	-	178215	178679
170	Rd_00850c	yciB CDS	179236	178679	-	septation protein A	-	-	-	-	-	CDS	-	-	178679	179236
171	Rd_00855c	Uncharacterized protein CDS	179976	179242	-	Uncharacterized protein	-	-	-	-	-	CDS	-	-	179242	179976
172	Rd_00860c	mglC CDS	181132	180122	-	galactose/methyl galactoside ABC transporter permease MglC	-	-	-	-	-	CDS	-	-	180122	181132
173	Rd_00865c	mglA CDS	182669	181149	-	galactose/methyl galactoside ABC transporter ATP-binding protein MglA	-	-	-	-	-	CDS	-	-	181149	182669
174	Rd_00870c	mglB CDS	183730	182735	-	galactose/glucose ABC transporter substrate-binding protein MglB	-	-	-	-	-	CDS	-	-	182735	183730
175	Rd_00875c	galR CDS	184873	183875	-	HTH-type transcriptional regulator GalR	-	-	-	-	-	CDS	-	-	183875	184873
176	Rd_00880	galT CDS	185081	186130	-	galactose-1-phosphate uridylyltransferase	-	-	-	-	-	CDS	-	-	185081	186130
177	Rd_00885	galK CDS	186207	187361	-	galactokinase	-	-	-	-	-	CDS	-	-	186207	187361
178	Rd_00890	galM CDS	187371	188393	-	galactose-1-epimerase	-	-	-	-	-	CDS	-	-	187371	188393
179	Rd_00895	ygfB CDS	188564	189112	-	UPF0149 protein NTHI0981	-	-	-	-	-	CDS	-	-	188564	189112
180	Rd_00900	pepP CDS	189124	190416	-	Xaa-Pro aminopeptidase	-	-	-	-	-	CDS	-	-	189124	190416
181	Rd_00905	uspA CDS	190518	190943	-	universal stress protein UspA	-	-	-	-	-	CDS	-	-	190518	190943
182	Rd_00910	alaS CDS	191131	193755	-	alanine--tRNA ligase	-	-	-	-	-	CDS	-	-	191131	193755
183	Rd_00915	csrA CDS	193833	194024	-	carbon storage regulator CsrA	-	-	-	-	-	CDS	-	-	193833	194024
184	Rd_00920	galU CDS	194046	194933	-	glucosephosphate uridylyltransferase	-	-	-	-	-	CDS	-	-	194046	194933
185	Rd_00925	argH CDS	195068	196441	-	argininosuccinate lyase	-	-	-	-	-	CDS	-	-	195068	196441
186	Rd_00930	hslO CDS	196586	197467	-	Hsp33 family molecular chaperone HslO	-	-	-	-	-	CDS	-	-	196586	197467
187	Rd_00935	pckA CDS	197640	199256	-	phosphoenolpyruvate carboxykinase (ATP)	-	-	-	-	-	CDS	-	-	197640	199256
188	Rd_00940	frr CDS	199408	199965	-	ribosome recycling factor	-	-	-	-	-	CDS	-	-	199408	199965
189	Rd_00945	ispC CDS	200075	201268	-	1-deoxy-D-xylulose-5-phosphate reductoisomerase	-	-	-	-	-	CDS	-	-	200075	201268
190	Rd_00950c	tauE CDS	202106	201300	-	putative membrane transporter protein	-	-	-	-	-	CDS	-	-	201300	202106
191	Rd_00955	Anaerobic sulfatase-maturating enzyme AslB-2 CDS	202240	202479	-	Anaerobic sulfatase-maturating enzyme AslB-2	-	-	-	-	-	CDS	-	-	202240	202479
192	Rd_00960	anaerobic sulfatase maturase CDS	202551	202940	-	anaerobic sulfatase maturase	-	-	-	-	-	CDS	-	-	202551	202940
193	Rd_00965	Uncharacterized protein CDS	203059	203448	-	Uncharacterized protein	-	-	-	-	-	CDS	-	-	203059	203448
194	Rd_00970c	rplQ CDS	204166	203780	-	50S ribosomal protein L17	-	-	-	-	-	CDS	-	-	203780	204166
195	Rd_00975c	rpoA CDS	205193	204207	-	DNA-directed RNA polymerase subunit alpha	-	-	-	-	-	CDS	-	-	204207	205193
196	Rd_00980c	rpsD CDS	205845	205225	-	30S ribosomal protein S4	-	-	-	-	-	CDS	-	-	205225	205845
197	Rd_00985c	30S ribosomal protein S11 CDS	206262	205873	-	30S ribosomal protein S11	-	-	-	-	-	CDS	-	-	205873	206262
198	Rd_00990c	rpsM CDS	206634	206278	-	30S ribosomal protein S13	-	-	-	-	-	CDS	-	-	206278	206634
199	KPHLBEJAJH_97c	Alpha operon ribosome binding site regulatory_region	206716	206602	-	Dbxref=RFAM:RF00140,SO:0000139	-	-	-	-	-	regulatory_region	-	-	206602	206716
200	Rd_00995c	rpmJ CDS	206887	206774	-	50S ribosomal protein L36	-	-	-	-	-	CDS	-	-	206774	206887
201	Rd_01000c	secY CDS	208241	206916	-	preprotein translocase subunit SecY	-	-	-	-	-	CDS	-	-	206916	208241
202	Rd_01005c	rplO CDS	208683	208249	-	50S ribosomal protein L15	-	-	-	-	-	CDS	-	-	208249	208683
203	Rd_01010c	rpmD CDS	208866	208687	-	50S ribosomal protein L30	-	-	-	-	-	CDS	-	-	208687	208866
204	Rd_01015c	rpsE CDS	209373	208873	-	30S ribosomal protein S5	-	-	-	-	-	CDS	-	-	208873	209373
205	Rd_01020c	rplR CDS	209741	209388	-	50S ribosomal protein L18	-	-	-	-	-	CDS	-	-	209388	209741
206	Rd_01025c	rplF CDS	210288	209755	-	50S ribosomal protein L6	-	-	-	-	-	CDS	-	-	209755	210288
207	Rd_01030c	rpsH CDS	210696	210304	-	30S ribosomal protein S8	-	-	-	-	-	CDS	-	-	210304	210696
208	Rd_01035c	rpsN CDS	211038	210733	-	30S ribosomal protein S14	-	-	-	-	-	CDS	-	-	210733	211038
209	Rd_01040c	rplE CDS	211589	211050	-	50S ribosomal protein L5	-	-	-	-	-	CDS	-	-	211050	211589
210	Rd_01045c	rplX CDS	211918	211607	-	50S ribosomal protein L24	-	-	-	-	-	CDS	-	-	211607	211918
211	Rd_01050c	rplN CDS	212300	211929	-	50S ribosomal protein L14	-	-	-	-	-	CDS	-	-	211929	212300
